date_key,service_date,route_key,stop_key,stop_id,trip_id,stop_sequence,schedule_relationship,arrival_delay_seconds,departure_delay_seconds,is_late,is_cancelled,is_orphan_trip,is_delay_outlier,feed_timestamp,_ingested_at
20260916,20260916,-3402953319642480407,6397732518428268815,2209142,1--V.812.150.112.B.8.91114828,0,SCHEDULED,8.0,8.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,-8282519301084777906,2209152,1--V.812.150.112.B.8.91114828,0,SCHEDULED,8.0,8.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,-5255448556643546020,2210322,1--V.812.150.112.B.8.91114828,0,SCHEDULED,8.0,8.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,-3176105750812332413,2211142,1--V.812.150.112.B.8.91114828,0,SCHEDULED,8.0,8.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,8433499099999165160,2212163,1--V.812.150.112.B.8.91114828,0,SCHEDULED,8.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,-7153867206641337415,2000337,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,4131841328658624689,2000343,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,-8770715072030729433,2000352,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,584626096268046487,2000372,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,-813670490778064419,2000382,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,3352645372387689306,2000396,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,5325732334203441388,2000406,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,6399282986097084414,2015112,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,1666037865923945304,2020102,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,4639511265039178607,2020112,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,-8357315388285381566,202092,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,-2025587412330665421,216765,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,-4951170100544164659,217392,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,-2599253331927150451,2205112,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,4975443218545068791,2212164,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,-9866811852921965,2213143,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,5003743779191999768,2213152,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,-4667185445057793362,2560691,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,368.0,,True,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,7175806582231014910,2560702,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,356695027353011012,2564142,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,6641117455509534858,2565652,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-3402953319642480407,-3539589827991659819,2566242,10-R.812.150.16.B.8.91119279,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,-6270797141784471995,2000341,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,248.0,218.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,8116839606302592422,2015111,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,248.0,248.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,-8371165257693926976,2020101,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,248.0,248.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,-1499590784136314024,2020111,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,248.0,248.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,8534557404726925046,202091,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,248.0,248.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,-7347023239969974439,216761,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,338.0,248.0,True,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,3685960514656409399,217391,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,248.0,248.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,6792093193056792515,2205101,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,248.0,248.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,4993455570594642710,2205111,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,248.0,248.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,5644835936414964127,2207271,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,248.0,248.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,-5754989209665518283,2207281,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,248.0,248.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,-6198597879138005252,2208141,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,248.0,248.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,4641946326572440052,2209141,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,248.0,248.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,-8119129655364501779,2209151,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,248.0,248.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,-5925274722480050083,2210321,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,248.0,248.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,-1472947109262562106,2211141,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,248.0,248.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,-4870470968172307795,2212162,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,248.0,248.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,3194506089115629230,2213142,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,248.0,248.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,5352561739320346629,2213151,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,248.0,248.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,-4667185445057793362,2560691,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,368.0,338.0,True,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,-8978612123944289664,2560701,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,338.0,338.0,True,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,7775925523574179584,2564141,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,338.0,338.0,True,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,-6785468926781081616,2565651,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,338.0,338.0,True,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-8074707193682375787,-1067011201369590144,2566241,10-S.812.150.16.B.8.91116541,0,REPLACEMENT,338.0,338.0,True,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-460769293585121233,2201632669708387783,2000339,10-T.812.150.16.B.8.91116248,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-460769293585121233,-6270797141784471995,2000341,10-T.812.150.16.B.8.91116248,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-460769293585121233,-5177262675263154517,2000351,10-T.812.150.16.B.8.91116248,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-460769293585121233,-8124887518194804311,2000371,10-T.812.150.16.B.8.91116248,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-460769293585121233,-58550018904788370,2000381,10-T.812.150.16.B.8.91116248,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-460769293585121233,8018300634964295518,2000391,10-T.812.150.16.B.8.91116248,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-460769293585121233,6433860402289855457,2000405,10-T.812.150.16.B.8.91116248,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-460769293585121233,-964187764130561313,2015122,10-T.812.150.16.B.8.91116248,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-460769293585121233,4112228711348460975,2015136,10-T.812.150.16.B.8.91116248,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-460769293585121233,-6392983821529205911,204262,10-T.812.150.16.B.8.91116248,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-460769293585121233,4035007733745118008,204833,10-T.812.150.16.B.8.91116248,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-460769293585121233,-6374804986212534679,204982,10-T.812.150.16.B.8.91116248,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-460769293585121233,-1846913295896223555,204992,10-T.812.150.16.B.8.91116248,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-460769293585121233,7361089617991580557,213053,10-T.812.150.16.B.8.91116248,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-460769293585121233,3190070174226799520,2131125,10-T.812.150.16.B.8.91116248,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-460769293585121233,1532548111646517502,213285,10-T.812.150.16.B.8.91116248,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-460769293585121233,681618318175054217,213496,10-T.812.150.16.B.8.91116248,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-460769293585121233,-5002540093226759354,2135238,10-T.812.150.16.B.8.91116248,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,-460769293585121233,5559968963547238181,214076,10-T.812.150.16.B.8.91116248,0,REPLACEMENT,0.0,,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8355324188916703396,-8441636960785518707,2000333,102U.812.150.48.T.8.91117696,0,SCHEDULED,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4366774083614345187,-5016389798023391157,2762122,103R.812.150.16.T.8.91116782,0,REPLACEMENT,0.0,,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4366774083614345187,8446654175270410506,2060102,104A.812.150.124.T.8.91115864,0,REPLACEMENT,0.0,,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4366774083614345187,8446654175270410506,2060102,104B.812.150.124.T.8.91115751,0,REPLACEMENT,0.0,,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4366774083614345187,7770777499069084181,2060103,104C.812.150.124.T.8.91115753,0,REPLACEMENT,0.0,,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4366774083614345187,7770777499069084181,2060103,104D.812.150.124.T.8.91115752,0,REPLACEMENT,0.0,,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8502485376767781749,-808579414804246178,2148531,107S.812.150.48.T.8.91114446,0,SCHEDULED,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8502485376767781749,3049257458088550411,2148541,107S.812.150.48.T.8.91114446,0,SCHEDULED,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8502485376767781749,7316163471860210383,2762121,107S.812.150.48.T.8.91114446,0,SCHEDULED,32.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8502485376767781749,-6737094093781872594,2763171,107S.812.150.48.T.8.91114446,0,SCHEDULED,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,-8238392344119364974,2077302,108D.812.150.56.T.8.91116153,0,SCHEDULED,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,3508940945860787276,2000336,110J.812.150.124.T.8.91116931,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,7536020881108338221,2000393,110J.812.150.124.T.8.91116931,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,6202105477384046620,2000404,110J.812.150.124.T.8.91116931,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,5011251645022536307,2060104,110J.812.150.124.T.8.91116931,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,-6788983780378711223,2060112,110J.812.150.124.T.8.91116931,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,-2180087523068539759,206142,110J.812.150.124.T.8.91116931,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,3978548535571031105,206452,110J.812.150.124.T.8.91116931,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,-1484803317195334805,2065153,110J.812.150.124.T.8.91116931,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,-8795747107871235027,2065162,110J.812.150.124.T.8.91116931,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,-6507277496142926151,2067144,110J.812.150.124.T.8.91116931,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
